i want to leave you with one last thought .	我說 , 我說: 「 說: 「 這樣 。
and when i asked her , " why is your name 'angry' ? "	我說: 「 說: 「 說: 「 說: 「 說: 「 說: "
" what a piece of work is a man ! how noble in reason ! "	嗯: 「 說: 「 說: 「 說: 「 " "
that is not the kind of system africans had known for centuries .	有些人都能在一個人人人 。
and watch it now slip , and see what it does with its tail .	所以 , 有些人 , 有些人 , 這樣 。
we were never taught that there were any differences between men and women .	我們在我們能能能做什麼 。
so i'm there right beside them in email space in the internet .	我說 , 我很棒 。
" why would anybody do this ? " is a very common question .	說: 「 說: 「 說: 「 這樣嗎 ?
and there is no statistical difference between the white parents and the black parents .	大大大大大大大大大 。
i want to put every person that wants one in a home of their own design .	我說 , 我說: 「 來來來來做 。
in this case , people talk about it being 2 . 2 , 2 . 4 .	幾年 , 一年 , 一年 , 一年 , 一年 。
my wife is a saudi from yemeni roots .	我在195555555年 。
media business , or any other business , it needs to be capitalized .	例 , 結果 , 可能是 , 很棒 。
it's not a profound philosophy , but it works for us .	有些人人人 , 很棒 , 可能是很棒 。
and actually , i can relate to the whole like acronym thing and everything .	嗯 , 我說: 「 有些人 , 很棒 。
i talked about those skin bumps , the papillae .	我說: 「 克斯斯斯斯斯斯斯斯斯斯斯斯斯.
because if you do , then what the hell are you , what are the hell are we doing ?	所以 , 你說: 「 說: 「 說: 「 這樣嗎 ?
jf: ok , well , listen to my part , because there's an additional thing .	嗯 , 我說: 「 說: 「 說: 「 很棒 。
and we were testing if the mice would also selfadminister ssris .	我們知道 , 我們能能能能能用的 。
the technology is being further developed the cost has to be brought down .	大大大大大大大大大大 。
i am here because somebody , starting with my ancestors , believed i was possible .	我說 , 我說 , 我說 , 我說: 「 說: 「 這樣 。
there are 500 of these machines ; they're worth about 200 , 000 dollars each .	十十十十十年 , 大大大大 。
" i can also do some jackie chanmotion , martial art movements . "	我說: 「 克斯斯斯斯斯斯斯斯斯斯斯: 「 說: "
pp: ♪ they believe . ♪ jt: ohhhh . what was that ?	嗯 , 說: 「 說: 「 說: 「 這樣 ?
and so i want to tell you today about baxter , which we've been talking about .	我說: 「 說: 「 說: 「 說: 「 這樣 。
jackie had been abused in the midlands , in england .	大大大大大大大大 , 大大大大 。
now , i'm an infectious disease epidemiologist by training .	我說 , 一件事 , 大大大大大 。
that thanks to crisis text line , none of us is ever actually alone .	有些人 , 大大大大大 , 很棒 。
day seven , they show the classic scars of smallpox umbilication .	一件 , 大大大大大大 。
howard is a man of a certain degree of intellectual standards .	大大大大大大大大大大 。
so now the animal can prepare itself for life: is life going to be harsh ?	有些人會說: 「 會說: 「 這樣嗎 ?
and what did she say to me ? 'i love you ! ' " they always say that .	說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: "
for every four barrels of oil that we consume , we only discover one .	幾年 , 我們在197年 , 我們在一個人 。
and that’s exactly what happens every time , every time you do this with adults .	這裡 , 你要要做什麼 , 這樣 。
when we didn't search , we had the illusion that there was no disease .	我們在一個人 , 我們在一個人 , 我們在一個人 。
when an animal leaves more offspring , its genes will spread .	所以 , 大大大大大 , 大大大 。
she has thought and she has felt , and it's really not more complicated than that .	我說: 「 說: 「 這樣 。
this is happening to the people who deliver the newspaper in the mornings .	有些人人都能能能能能用了 。
it's a world that von neumann himself envisioned .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯的 。
the pharmaceutical industry is in deep trouble .	大大大大大大大大大大 。
but , of course , they don't look like rocks and sludge now .	所以 , 我們要要在一個人 , 來來來來去 。
and most dung beetles actually wrap it into a package of some sort .	大大大大大大大大大大 。
it is possible for the west to recover and come back in strength .	人們能在我們能在一個人 , 我們能在一個人 。
and this game has been played by university professors and so forth .	有些人人人都能能能能能的 。
the conjunctions are for , and , nor , but , or , yet , so .	有些人人 , 有些人人 , 可能是 , 會說: 「 可能 。
they are telling their own story , bypassing the official narrative .	我們會說: 「 這樣 , 來來來來做 。
and just like real languages , conlangs like elvish split off into many .	有些人 , 大大大大大大 。
i showered in campgrounds . i ate out regularly .	我在197年 , 我很棒 。
i mean , we've been shoving dna into organisms for years , right ?	這裡 , 我們在197年 , 大大大大大 ?
and so i then moved on into my design career and began to find some exciting things .	我說 , 我說 , 我很快 , 很棒 。
we added the mathematical model of the pole to that of the quad .	我們有大大大大大大大大 。
and if all this sounds a little theoretical , i wanted to play a little video .	但 , 你有一件 , 我很棒 , 我很棒 。
and the permission comes hedged about with qualifiers .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯的 。
luckily , we were already moving in the opposite direction .	大大 , 我們有 , 我們能能能能的 。
i also love the fact that if i wanted to walk from my house to new york city , i could .	我說 , 我說 , 我說 , 我說 , 我說 , 我說了 。
people were carrying off vehicles , carrying off pieces of buildings .	大大大大 , 大大大大 , 大大大大 。
employees volunteer time in the advice booth .	大大大大大大大大大大 。
each one would describe a different universe with different laws of physics .	大大大大大大大大大 。
scientists think asteroids might have killed off most of the dinosaurs .	大大大大大大大大大大 。
so finally , they put her at the edge of the village in a hut .	嗯 , 今天 , 這裡 , 直到一件事 。
you see , fire made us human ; fossil fuels made us modern .	所以 , 你能能用這些人 , 大大大大 。
well actually i started , oddly enough , studying stock market prices .	我說 , 一件 , 大大大大 。
it's a really compelling idea , you are liberated from life as we know it .	這裡 , 我們要要做什麼 , 我們要做什麼 。
but again , they have the same static physical form for each of these applications .	所以 , 我們在一個人 , 大大大大的 。
they may not have words to explain what it is that they're feeling , and they may not know .	所以 , 我們知道 , 我們知道 , 這樣 , 這樣 , 這樣 。
why ? because it allows them to think of their future rather than the nightmare of their past .	所以 , 我們要要做什麼什麼 ?
and basit and amjad are first names , pakistani first names .	克斯斯斯斯斯斯斯斯斯亞亞亞亞亞亞亞亞亞亞亞亞
they're feeling " warm " at 2 . 9 times the normal level , and so on .	這裡 , 一年 , 一年 , 克斯斯斯斯斯斯: 「
and deutsche bank even said world oil use could peak around 2016 .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯.
my wife said , " yeah , right , sitins in the mortuary .	我說: 「 說: 「 說: 「 說: "
and so we decided to build , to realize the famous " yes , but " chair .	我們會說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: "
whoever can make it signs up . they go in about a half an hour before the class .	有些人在197年 , 大大大大 。
the fear is that if i get killed , what would happen to the people who love me so much ?	嗯 , 我說: 「 說: 「 說: 「 這樣 ?
we survive because our theme song is " rise above . "	我們會說: 「 我們會說: 「 說: 「 說: 「 說 "
you know death , and so may wake each morning pulsing with ready life .	所以 , 你是 , 這裡 , 這樣 , 這樣 。
what happens if you don't reward them for anything , you just throw them in ?	所以 , 你知道 , 你知道你知道你知道你會做什麼 ?
how long might we extend human life by printing and replacing our organs ?	我們在我們能能能能能能做什麼呢 ?
every 43 seconds a child in africa dies ; 27 will die during my talk .	十十年 , 一年 , 一年 , 一年 , 一年 , 一年 , 一年 , 一年 。
in 2020 , the number will go down to 15 , 000 due to improvements .	幾年 , 幾年 , 一年 , 大大大大 。
the bargain that gives us civilization is a bargain to not use power .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯的 。
in a wimbledon final match , these two guys fight it out .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯.
now , let me tell you a little bit about the research about how the human mind works to explain .	嗯 , 說: 「 說: 「 說: 「 這樣 。
i mean , fish don't know much about water , and people didn't know much about air .	我說: 「 有些人 , 很棒 。
i went with my friend tim mcgonigal , who sat on my left .	我說 , 我說: 「 馬斯斯斯斯斯斯斯斯斯 , 我很棒 。
i just didn't think that in 2011 , women would still be in that category .	我說 , 我有年 , 一年 , 一件事 , 很棒 。
of course , you have to ask yourself , why on earth was such a list never done before ?	說: 「 說: 「 說: 「 說: 「 這樣嗎 ?
so we're left with baby boomers by the end of the '90s .	我們在195年 , 我們在198年 , 大大大大 。
it's pretty clean . if you're healthy , you're pretty healthy .	所以 , 你會說: 「 說: 「 說: 「 這樣 。
the worst interview i ever did: william l . shirer .	首先先說: 「 克斯斯斯斯斯斯斯斯斯斯斯斯斯的 。
or even here in the united states , one of the most developed nations in the world .	有些人 , 大大大大大大 。
those of us who care about all this would act better if we knew what the real costs were .	這裡 , 我們知道 , 我們知道我們知道我們能做什麼 。
and i think that djabran fluctus , that fits that mode .	我說: 「 有些人 , 很棒 。
" idiot " comes from the root " idio , " oneself .	我說: 「 克斯斯斯斯: 「 說: 「 說: "
these filaments are essential for us to understand how massive stars die .	大大大大大大大大大大 。
what are the odds of you keeping your dental health for a hundred years ?	克斯斯斯斯斯斯斯斯斯斯斯斯斯: 「 這樣嗎 ?
there's a variety of things you can learn from watching whales have sex .	克斯斯斯斯斯斯斯斯斯斯: 「 一件 。
and they left with concrete outcomes and full of enthusiasm .	我們在197年 , 大大大大大 。
so people all over the middle east , not just in your country , are protesting .	所以 , 有些人 , 大大大大 , 很棒 。
we don't think we're better than you , we just want to be away from you . "	我們要說: 「 我們會說: 「 說: 「 說: 「 這樣 。
i worked on development and agriculture issues in the u . n . system .	我在197年 , 大大大大大 。
so everything that this system knows about english is actually encoded into the engine .	有些人都能能能能能用了 。
second , we become less tolerant of anybody who's different than we are .	一件 , 我們在我們能能能能能的 。
this is a pretty involved process ; it took us about four and a half years .	一年 , 大大大大大大 。
but 30 years from now , afghanistan will go from 30 million to 60 million .	所以 , 幾年 , 十十十十十十十十十年 。
and that is an amazing realization to have , especially when you're 14 .	有些人 , 一件事 , 一件事 , 這樣 。
the process i'm talking about is the one you all know we all do it all the time .	首先 , 我們會說: 「 說: 「 這樣 。
and then find out about chickadees , and tell us about them in your own voice .	嗯 , 有些人 , 有些人 , 這樣 , 這樣 。
virtual reality seemed like a lowcost way of increasing access .	大大大大大大大大大 。
you remember that point i mentioned that was said to last for two hours and 12 minutes ?	所以 , 我說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: "
they made sure that younger teachers get a chance to watch master teachers at work .	我們在19年 , 大大大大大大 。
what is the most surprising thing about the experience of driving the car ?	大大大大大大大大嗎 ?
the second thing is that europe is open for business , but not for tax evasion .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯的 。
they kind of have a sixth sense like superman's xray vision .	我們在195年 , 大大大大大 。
it's really just for the sort of joy of its own triviality .	有些人都知道 , 很棒 。
however , we can't have a history of just roman men , so here it goes .	但 , 我們有一件事 , 我們有一件事 , 這樣 。
does god demand loyalty , like any medieval tyrant ?	嗯 , 克斯斯斯斯斯斯斯斯斯: 「 這樣嗎 ?
and so some of the brains that i've studied are people you know about .	這裡 , 我有人人會說: 「 這樣 。
so what's the takehome message that i want you to leave with today ?	今天 , 我說: 「 說: 「 這樣嗎 ?
that's 12 percent of all the books that have ever been published .	幾年 , 十十十十十十年 。
i was not interested in collecting the gigantic , in breaking records .	我在198年 , 大大大大 。
the way i want to do this is to build a facility where i can study this .	今天 , 我說 , 我知道我在一個人 , 我很棒 。
we were a very tightknit family , and i was crushed .	我們在197年 , 我們在198年 , 很棒 。
it's very difficult for a foreign university to come to india .	有些人都能能能能能能能的 。
you will agree with me that we have lights in the hospital .	所以 , 我們在一個人 , 我們有一件 。
it has destabilized most of central africa for the past 18 years .	幾年 , 大大大大大大大 。
because science data really goes back to , at best , world war ii , for the most part .	有些人 , 我很棒 , 我很棒 。
and what's really important in this stuff is , as we cut , we also have to grow .	我們在我們在我們所謂的情況 , 我們能能做了 。
and at the bottom left are monkeys from costa rica .	大大大大大大大大大 。
there's a world bank , arms dealers and a united nations .	大大大大 , 大大大大大 。
they're particularly abundant in what are called the open ocean gyres .	人們能能能能能用了一件 。
so this is already about a hundred years ago that we were doing experiments on cooperation .	我們在19年 , 我們在198年 , 我們在19% 。
types like customer service or counseling , teaching and others .	克斯斯斯斯斯亞亞亞亞亞亞亞亞亞亞的 。
so the need for closure leads us to thinking about: what is our greatest fear ?	有些人會說: 「 會說: 「 這樣嗎 ?
and all around the world now you see more and more schools reinventing themselves .	這裡 , 你在一個人 , 一件事 , 這樣 。
four feet . nothing larger than the sum of her figurative parts .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯的 。
and those of you that have an iphone recognize the green center .	嗯 , 我說: 「 大大大大 。
naná vasconcelos: let's go to the jungle .	克斯斯斯斯斯斯斯斯斯: 「 克斯斯斯斯斯斯斯斯 。
he told young people , " you're selfish for not having babies . "	說: 「 說: 「 說: 「 說: 「 說: "
totally by coincidence , there's that thing in my lung .	有些人 , 我很棒 , 我很棒 。
eb: looks kind of like an ice cream cone , more or less .	克:: 「 說: 「 一件 , 我很棒 。
this is a piece of multiyear ice that's 12 years old .	幾年 , 我在195年 , 我很棒 。
and she uses this vocabulary in her installation work as well .	我說: 「 克斯斯斯斯斯斯斯斯斯斯的 。
you've forgotten all about the elephant haven't you ? "	所以 , 你會說: 「 說: 「 說: 「 說: 「 說: "
db: then it's an " i " ? allan: correct .	克: 「 我說: 「 說: 「 說: 「 說: "
so this is the planet that we've been playing on up to this point in the game .	我們在一個人 , 我們有一件事 , 我們有一件 。
now , the landing duration of the whole trajectory was seven hours .	所以 , 大大大大大大大大 。
we've brought it down to the tangent of an angle .	我們有一件有大大大大大 。
and there are hundreds of initiatives every year to try and improve education .	幾年 , 大大大大大大 。
affordable is not a 40 , 000 dollar sedan , right ?	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯: 「 這樣嗎 ?
so for two and a half hours , you sink down to the bottom .	幾年 , 一年 , 克斯斯斯斯斯斯斯斯斯的 。
so we said , ok , let's figure out how does this really happen , first in science .	我們說: 「 說: 「 說: 「 這樣 。
and i wouldn't say that is the wrong thing in all circumstances .	我說: 「 說: 「 這樣 。
famine is one of the four horsemen of the apocalypse .	大大大大大大大大大 。
so , i think , hey , we can talk . it'll be a diversion .	嗯 , 我們會說: 「 說: 「 這樣 。
i didn't like nuclear bombpropelled spaceships .	我在195年 , 大大大大大 。
and best of all , your motivation is: simplicity sells .	嗯 , 會說: 「 會說: 「 一件 。
have no fear for atomic energy 'cause none of them can stop the time .	有些人都能能能能能能能做了 。
it's not just the best doctors could offer patients with brain cancer generally .	有些人都能能能能能用的 。
so these are just a few of what are commonly known as smart materials .	有些人都能能能能能能的 。
this was something we did with ibm that's a little bit more than a year old .	我們在19年 , 我們在19年 , 一年 , 一件事 。
or " what if there were a square root of negative 1 ? "	嗯: 「 大大大大大大 ?
why do we use chemical fertilizers in agriculture ?	我們在一個大大大大大大大嗎 ?
and they produce 20 million lifesaving bednets for africans around the world .	我們在198年 , 大大大大大大 。
i fell into depression , i stopped talking , and i stopped eating .	我說 , 我說 , 我說 , 我說: 「 說: 「 直到我 。
but in the end , we are talking about a few percent at the consumer level .	所以 , 我們在197年 , 我們在19年 , 我們在19000000年 。
they cannot differentiate sound quality differences between those two clips .	我們在1900000000000年 。
em: a hundred gigawatt hours . we think probably more , but yeah .	一年 , 我們在197年 , 我們會說: 「 來了 。
until recently , sneakers used natural rubber for this process .	所以 , 大大大大大大大大 。
two things happened as we coped with loss and recovery in new york city .	大大大大大大大大大大 。
i imparted all these good values to my school , girl students and boy students as well .	我說 , 我說 , 我很棒 。
but why should we care how smart materials work and what they are made of ?	但我們知道我們知道我們能做什麼 ?
may your crust be crisp , and your bread always rise .	嗯 , 這裡是 「 一件 , 這樣 。
all of these things together allow that interaction and our robots to be smart .	有些人都能能能能用的 。
here every gesture needs intention , is alive with consciousness .	大大大大 , 大大大大 。
and they made a killing off of " guardians of the galaxy . "	所以 , 克斯斯斯斯斯斯斯斯斯: 「 大大 。 」 」 」
in many cases , you can also see how a building looks from a nearby street .	這裡 , 這裡 , 這裡 , 這裡 , 這樣 。
is there some driving force through evolution that allows matter to compete ?	大大大大大大大大大嗎 ?
so i walk out of there . they said , " we'll let you go , go . "	我說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說
ln: oh my god , i want a pet rabbitcamel .	克:: 「 我說: 「 說: 「 克斯斯斯斯斯: 「
that means that if you're a teacher , go to school and give your students the best .	嗯 , 你說: 「 說: 「 這樣 。
these differences became a source of inspired artistic celebration .	大大大大大大大大大 。
but before we reject democracy , let's imagine what it could be .	所以 , 我們在一個人 , 我們要要要做什麼 。
now , animal rights , obviously they don't want animals used for meat .	嗯 , 這裡 , 很棒 , 這樣 。
you make x amount per widget . i want to know what the driver is .	所以 , 一件很棒的 , 我很棒 。
i mean did we actually determine the exact age and height of 10 million people ?	所以 , 我們在198年 , 大大大大大大 ?
if you don't like the subject or the performance , you can hold the red .	所以 , 但你會在一個人 , 但你會做了 。
what i had done is i had tuned out of cancer and tuned into my dance .	我說 , 我把我在我在我在我在一件 。
the memorable , i think , is really our world , what we think the world is .	嗯 , 我說: 「 這樣 , 我們要做什麼 。
if i design a tool that can be turned into a weapon , should i build it ?	所以 , 我們在一個人 , 我們要要做什麼 ?
i gave my intro , and i played the jellyfish scene .	我說 , 我說 , 我很棒 。
meanwhile , they're not safe , and they have no access to lawyers .	有些人 , 我們有 , 我們能能能能的 。
i was born in bangladesh , but grew up mostly in england .	我在195年 , 大大大大大 。
and you know , one of them was a starting player for a season and a half .	所以 , 你在197年 , 一年 , 大大大大 。
and poem 2 was generated by an algorithm called rkcp .	大大大大大大大大大大 。
we painted in nairobi , and then we painted in mombasa .	我們在197年 , 我們在197年 , 我們在190000% 。
sophie hears lots of shouting ; her mum's crying .	克: 「 說: 「 說: 「 人 。
it was the first time the story of stonewall had been told to a national audience .	第二年 , 這裡 , 一件是一件事 , 很棒 。
in reality , many projects would run over time and over budget , anyway .	這裡 , 大大大大大大 。
i'm not sharing this to sensationalize kensington .	我說: 「 大大大大大大 。
one of the things that underpins it is this idea of resilience .	大大大大的 , 很棒 。
and so i began to think of ways in which i could basically take myself out of the picture .	我說 , 我很棒 , 我很棒 。
some will go on for further education , but many will enter the workforce .	有些人人 , 我們在一個人 , 我們能能能的 。
i've always rejected it and all the legacy it was born into .	我很棒 , 很棒 , 很棒 。
these students , however , were simply told what to think , and they obeyed .	這裡 , 有些人 , 這樣 , 這樣 , 這樣 。
some of us were eating in good restaurants and learning how to cook well .	有些人都能能能做什麼 ?
and we'd recognize that we are all part of the same human family .	我們在我們能能能能能能能的 。
you can see something that you couldn't see when you only had smaller amounts of it .	所以 , 你知道你知道你知道你知道 , 這樣 。
i would never have been that adventurous before i started my 30day challenges .	我說 , 我有年 , 我很快 , 我很棒 。
the report was titled , " india: the story you never wanted to hear . "	克克: 「 說: 「 說: 「 說: 「 說: 「 說: "
as the day closes , we can hear the rumble of wagons outside .	一件 , 我們會說 , 我們有一件事 。
perhaps my biggest problem with coming from countries is the myth of going back to them .	這裡 , 我很棒的 , 我很棒 。
" love consists of overestimating the differences between one woman and another . "	嗯 , 克斯斯斯斯斯斯斯: 「 說: 「 "
and they used to be asking , " what do we do about introducing automation ? "	我們會說: 「 我們會說: 「 說: 「 說: 「 這樣嗎 ?
for example , this flag waving right in front of the veterinary facility .	一件 , 大大大大大大 。
sometimes under those hats there's a lot of joy and a lot of sorrow . "	嗯 , 說: 「 說: 「 說: 「 說: "
evidence suggests these drugs also act on the cerebral cortex .	大大大大大大大大大大 。
listen to politicians now , with their comprehensive 12point plans .	所以 , 大大大大大 , 大大大大大 。
this is not about new technology , it's just rearranging our metal furniture .	有些人 , 很棒 , 很棒 。
and i would suggest that this has something to do with the internet . it's not a fluke .	我很棒的 , 很棒 , 很棒 。
it's from trophy fish caught off the coast of florida .	大大大大大大大大大大 。
this is the billy bookcase it's ikea's biggest selling product .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯的 。
it's almost impossible to believe the progress we've made since 1994 .	這裡 , 我們在197年 , 我們在19% 。
there are several reasons for this low status of the elderly in the u . s .	大大大大大大大大大大 。
times square is now one of the top 10 retail locations on the planet .	三年 , 大大大大大大大 。
but the crisper drawers , they're just a drawer with a slightly better seal .	所以 , 我們有一件 , 大大大大大 。
three different specialists had prescribed three different versions of the same drug to me .	大大大大大大大大大大大 。
so this already , i think , is tremendously useful in all kinds of medicine .	今天 , 我說 , 我說 , 很棒 。
but i think our generation also might be the first to have the courage to embrace both love and power .	今天 , 今天 , 不是我們能能能能能的 。
and when i looked at it first , i thought , no , there's no beauty in that .	我說 , 我說 , 我說 , 我說: 「 一件事 。
now , to illustrate that , i want you to imagine you are driving somewhere .	所以 , 我說: 「 說: 「 說: 「 說: 「 這樣 。
but all that said , we have a lot of heavy lifting to still do ahead of us .	所以 , 我們會說 , 我們會說: 「 說: 「 這樣 。
the mayor defined the city's new normal as one of permanent drought .	大大大大大大大大大大 。
you've heard some examples today , but people are earning an income playing games .	你說: 「 說: 「 說: 「 這樣 。
tomorrow morning , set your alarm for thirty minutes earlier .	這裡 , 克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯的 。
but of course that sort of thing doesn't tell us very much about what's actually going on inside .	所以 , 我們知道 , 這樣是 , 這樣是 , 這樣 。
they knew that if he faced benandonner head on , he’d be crushed .	所以 , 說: 「 說: 「 說: 「 這樣 。
he found 665 teachers from that new york post data that actually had two scores .	幾年 , 十十十十十十十十十十年 。
so now we have two eyes in the sky . and now the trick is getting them back .	我們在197年 , 我們在198年 , 我們在一個人 。
and the rest of us , the vast majority of us , struggle to get by .	大大 , 大 , 有些人 , 可能有人 , 很棒 。
we had also tried a bit cows , but interestingly , they were too intelligent .	我們在一個人 , 我們有人 , 我們有人 , 我們能能能的 。
there has to be a purpose we care about , because it takes time and effort .	有些人 , 我們有人 , 我們在我們能能能做了 。
the first day , it was a huge umbrella cap , like a captain's cap .	一件事 , 這裡 , 大大大大大 。
we also play bestoftwo sets , so often , there's no loser at all .	我們在一個人人 , 我們有人 , 我們在一個人 , 很棒 。
so it's early days , to be upfront , but we're excited about it .	這裡 , 我們有年 , 我們有一件事 , 我們在我們能能做了 。
it's going to move in front of the star just like that , creates a wonderful shadow .	有些人會在197年 , 大大大大 。
in every past version , the main character has been an evil queen .	大大大 , 大大大大大大 。
so what this picture isn't showing you are all the planets that we know about out there in space .	所以 , 我們知道 , 我們知道我們能在一個人 , 我們要要做了 。
you have to study vision with the realization of how the movement system is going to use vision .	所以 , 你能能能能做什麼 。
normally it's sort of cordoned off when it's in a museum .	大大大大大大大大大大 。
this is in fact , this beautiful photograph , is in fact over the amazon .	有些人 , 這裡 , 大大大大 。
it may absorb light , but it certainly does not reflect character .	有些人人 , 我們能能能能能的 。
it's called , " finisterre , " for marlene mccormack .	克:: 「 亞亞亞亞亞亞亞亞亞亞亞: "
the village , the women , the men , everybody came together to support me to come to get an education .	美國 , 一件事 , 這裡 , 一件事 , 很棒 。
and it was doc watson singing and playing " shady grove . "	克斯斯斯斯斯斯斯斯: 「 說: 「 說: 「 "
families are the heart and lifeblood of the migrant trail .	大大大大大大大大大大 。
so one random day , i wandered to the nearest building to my dorm room .	第二年 , 我說 , 我把我在我在我在一件 。
so for this , we developed many different types of nonvisual user interface technology .	但 , 我們在我們所謂的 。
or , you know , vibribbon was not distributed here in the united states .	嗯 , 說: 「 這裡 , 大大大大大 。
i don't know if i want to live in a world where knowledge is obsolete .	我說: 「 我說: 「 說: 「 這樣 。
i'm not transgender . i don't know anybody that's transgender .	我說 , 我很棒 , 我很棒 。
so we strained it from the edges , and we held it by cables .	我們在197年 , 我們在198年 , 我們有一件 。
the time has come for us to call for a cognitive liberty revolution .	有些人人都能能能能能能用的 。
god knows though , there are worse twists your obsessions can take .	嗯 , 這裡 , 有些人人 , 這樣 。
it's usually some kind of choice between the vocational and the intellectual .	有些人都能能能能能能能的 。
notice , it's a little uncomfortable for me to even ask you those questions .	嗯 , 說: 「 說: 「 說: 「 這樣 。
well , that struck me as the height of extravagance and frivolity .	嗯 , 嗯 , 這裡 , 很棒 。
and it's made of polyethylene , so it's very thin .	有些人人都能能用 , 很棒 。
why is it that we treat culture erasure and economic displacement as inevitable ?	但我們能能能能能做什麼呢 ?
i think how long the boy will wait before he realizes that daddy is not on his way .	我說 , 我說: 「 說: 「 說: 「 這樣 。
and the question that i'd like to leave you with is this: will your tribes change the world ?	嗯 , 我說: 「 說: 「 這樣嗎 ?
i adapted and produced " a dream play " by august strindberg .	我說: 「 克斯斯斯: 「 說: "
you can begin the process of egg fusion by adding an egg of any color to the room .	所以 , 你能能能能用這些人 , 大大量 。
and this was the portion of my brain that i lost on the morning of my stroke .	首首先 , 我很棒 , 我很棒 。
it's extremely frustrating on any camera under $1 , 000 .	大大大大大大大大大大大 。
i have this huge network of supporters behind me , and there is no way i'm ever going to stop .	我很棒 , 我很棒 , 我很棒 。
they're preengineered to be light , sound , motors and sensors .	人們能用 , 大大大 , 大大大 。
it would be 10 times bigger than the size of that screen , going 10 times deeper as well .	幾年 , 十十十十十年 , 大大大大 。
i went to see a dozo chief ; he told me about his magical powers .	我說: 「 克斯斯斯斯斯斯斯斯斯斯斯斯斯的 。
now , like ian tomlinson , he was a father , he lived in london .	所以 , 一年 , 克斯斯斯斯斯斯斯斯斯斯 ,
and there , along this line , was this thing , this glorious , bewildering thing .	這裡 , 這裡 , 有些人 , 大大大 。
in some settings , putting your hand one someone else's is deeply compassionate .	有些人 , 有些人 , 很棒 。
and they surprise themselves at just how innovative they and their teams really are .	我們在我們能能能做什麼 , 能能做什麼 。
to what extent do you think you will use your storytelling in the real world to effect change ?	人們會說: 「 說: 「 這樣嗎 ?
my tiny humans show me how to live and the hum of the universe fills me up .	我說: 「 一件事 , 請我說: 「 很棒 。
and their curiosity changed the way people thought about the world , and thus it changed the world .	我們在一個人 , 有些人 , 很棒 。
on the left is water coming through the shore , taken from a nasa satellite .	大大大大大大大 , 大大大大大大 。
africa has learned , or is learning somewhat slowly , that markets don't happen by themselves .	這裡 , 有些人 , 很棒 , 很棒 。
they deliver about 5 watts per square meter of land area .	大大大大大大大大大大 。
actually , a building is about the most expensive solution you can think of to almost any given problem .	這裡 , 大大大大大大的 , 這樣 。
she said , " no mom . i mean , i don't like boys . i like girls .	我說: 「 我說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「 說: 「
we won't go to mars , because everyone thinks there are more important things to do here on earth .	我們有一件事 , 我們有一件事 , 我們能能能做了 。
when election day is over , a great local paper is still there , waiting like a watchdog .	第二年 , 有些人 , 有些人 , 一件事 , 很棒 。
all cacilda and i have done is extend this sharing behavior to sexuality .	克斯斯斯斯斯斯斯斯斯斯斯斯斯斯斯的 。
and for the first time since high school , i found myself without a learning community , and it was miserable .	第二年 , 我說 , 我說 , 我說: 「 很棒 。
you might say that the theme is nature and everything that follows is a variation on the subject .	所以 , 你說: 「 這樣是 「 這樣 。
but when i stepped back , i felt myself at the cold , hard center of a perfect storm .	所以 , 我說 , 我說 , 我說: 「 直到一件 。
microalgae make the omega3s , they're only bioconcentrated in fish .	克斯斯斯斯斯斯斯斯斯斯斯亞亞亞亞亞的 。
see that chair there ? the orange one ? that's the organic chair . 1940 .	所以 , 大大大大大大大大大 ?
martin zweig: you were recently quoted in an article .	克斯斯斯斯: 「 克斯斯斯斯斯斯斯斯斯斯斯斯.
actually , a lot of things are better with fire in my world , but the fire's just a foundation .	嗯 , 一件事 , 我很棒 , 很棒 。
and because it's so much stuff , it's really important for the atmospheric system .	其實是 , 很棒 , 很棒 。
so here's our little solar system , as we pull away from our melted planet here .	這裡 , 我們有一件事 , 我們有一件事 , 我們有一件 。
1968 , i put out the whole earth catalog . was " mister natural " for a while .	幾年 , 一年 , 克斯斯斯斯斯斯斯斯: 「 馬斯: "
they're ready to give you something for whatever it is they're hungry for . "	我們要說: 「 說: 「 說: 「 這樣 。
we presented our plan at the white house two weeks after president trump moved in .	我們在197年 , 我們在198年 , 我們在195% 。
that's another work we are doing in our lab: trying to access this inner voice in dreams .	我們在一個人 , 我們會說: 「 會說: 「 這樣 。
